id,category,level,question,option1,option2,option3,option4,answer,explanation
"INI-H021","initiative","hard","في إدارة الفرق التطوعية الكبيرة، ماذا نعني بمفهوم ""تفويض الصلاحيات الفعال"" (Effective Delegation)؟","نقل سلطة اتخاذ القرار والمسؤولية لمدراء المجموعات الفرعية مع الاحتفاظ بالإشراف العام والمتابعة","ترك المتطوعين بلا أي توجيه أو رقابة نهائياً","الاحتفاظ بكل القرارات الصغرى والكبرى بيد المدير وحده","إلغاء دور المنسقين تماماً","نقل سلطة اتخاذ القرار والمسؤولية لمدراء المجموعات الفرعية مع الاحتفاظ بالإشراف العام والمتابعة","المدير الناجح هو الذي يصنع قادة جدداً عبر التفويض الواضح والمدروس."
"INI-H022","initiative","hard","كيف تتعامل إدراة المبادرة مع ""التغطية الإعلامية السلبية"" أو الشائعات التي تستهدف سمعتها زوراً؟","إصدار بيان توضيحي رسمي مدعم بالأرقام والوثائق، والتحلي بالهدوء والشفافية التامة أمام الجمهور","إغلاق الحسابات والهرب من المواجهة","إطلاق شايعات مضادة لتشوية سمعة الخصوم","رفع دعاوى قضائية ضد كل معلق على السوشيال ميديا","إصدار بيان توضيحي رسمي مدعم بالأرقام والوثائق، والتحلي بالهدوء والشفافية التامة أمام الجمهور","الشفافية والأدلة الموثقة هي أقوى سلاح لدحض الشائعات وحماية رصيد المبادرة الأخلاقي."
"INI-H023","initiative","hard","في هندسة المشاريع المجتمعية، ما هو المقصود بـ ""معايير الاستهداف"" (Targeting Criteria)؟","الشروط والخصائص الواضحة (كالفقر، العمر، الإعاقة) التي تُحدد بناءً عليها الفئة المستحقة للدعم بدقة","طريقة تصويب الكاميرات أثناء التصوير الميداني","نوع الأدوات المستخدمة في تنظيف الشوارع","قائمة أسماء المتطوعين المفضلين","الشروط والخصائص الواضحة (كالفقر، العمر، الإعاقة) التي تُحدد بناءً عليها الفئة المستحقة للدعم بدقة","بدون معايير استهداف صارمة وعادلة، تتحول المساعدات لأشخاص لا يستحقونها ويضيع الغرض."
"INI-H024","initiative","hard","ما هي الأهمية الاستراتيجية لإعداد ""كتيب إجراءات العمل القياسية"" (SOP - Standard Operating Procedures) للمبادرة؟","توثيق الخطوات التفصيلية لكل مهمة (كطريقة توزيع المساعدات)، لضمان ثبات الجودة بغض النظر عن المتطوعين","كتابة قصص خيالية لتسلية الفريق في أوقات الفراغ","تحديد أسعار بيع معدات المبادرة","منع المتطوعين الجدد من العمل نهائياً","توثيق الخطوات التفصيلية لكل مهمة (كطريقة توزيع المساعدات)، لضمان ثبات الجودة بغض النظر عن المتطوعين","دليل الإجراءات (SOP) يضمن أن العمل يُنفذ بنفس الكفاءة الاحترافية سواء نفذه المؤسس أو متطوع جديد."
"INI-H025","initiative","hard","كيف تحافظ المبادرة على ""استقلاليتها ومصداقيتها المجتمعية"" إذا تلقت تمويلاً من جهة حكومية أو حزبية؟","عبر الحفاظ على أهدافها الإنسانية البحتة، وشفافية أنشطتها، ورفض أي شروط تفرض تسييس عملها الخدمي","عبر تحويل المبادرة إلى جناح سياسي علني","عبر إخفاء مصدر التمويل عن الجمهور بالكامل","عبر تنفيذ الأنشطة الحزبية بدلاً من التنموية","عبر الحفاظ على أهدافها الإنسانية البحتة، وشفافية أنشطتها، ورفض أي شروط تفرض تسييس عملها الخدمي","العمل الإنساني والتنموي يفقد روحه وقبوله فور تحوله لأداة سياسية ضيقة."
"INI-H026","initiative","hard","في موازنات المشاريع التطوعية، ماذا نعني بـ ""مخاطر انحراف الموازنة"" (Budget Variance)؟","الفارق غير المخطط له بين التكاليف التقديرية المرصودة والتكاليف الفعلية التي صُرفت على الأرض","تخزين الأموال في الخارج","تغيير العملة الرسمية للمشروع","صرف كل الميزانية في أول يوم","الفارق غير المخطط له بين التكاليف التقديرية المرصودة والتكاليف الفعلية التي صُرفت على الأرض","مراقبة تباين الموازنة تمنع الكوارث المالية المفاجئة أثناء تنفيذ الأنشطة الميدانية."
"INI-H027","initiative","hard","ما هي الطريقة الأفضل إدارياً للتعامل مع متطوع دائم التأخير عن مواعيد المهام الميدانية؟","تنبيهه باسترعاء الانتباه، فهم أسباب ظروفه، وتعديل مهامه أو إعفائه إن تكرر الأمر لعدم تعطيل الفريق","طرده فورا بصراخ أمام الجميع في الشارع","تكريمه بجائزة لكي يحضر مبكراً","تجاهل تأخيره ومتابعة العمل دونه","تنبيهه باسترعاء الانتباه، فهم أسباب ظروفه، وتعديل مهامه أو إعفائه إن تكرر الأمر لعدم تعطيل الفريق","الانضباط الميداني أساسي؛ الاحترام والوضوح هما الفيصل في معالجة التقصير الفردي."
"INI-H028","initiative","hard","في تخطيط الفعاليات الميدانية الكبرى (كمعرض أو حملة تشجير ضخمة)، ما فائدة ""التجربة البروفة"" (Dry Run)؟","تنفيذ محاكاة كاملة لكل تفاصيل الفعالية قبل يومين لاكتشاف الثغرات وإصلاحها بسلام","إقامة الفعالية مرتين متتاليتين للتأكد من نجاحها","تدريب الجمهور على كيفية التصفيق","إلغاء الفعالية إن كانت مكلفة","تنفيذ محاكاة كاملة لكل تفاصيل الفعالية قبل يومين لاكتشاف الثغرات وإصلاحها بسلام","البروفة الميدانية تكشف المشاكل الخفية (كازدحام المداخل أو تعطل الصوت) قبل قدوم الجمهور الحقيقي."
"INI-H029","initiative","hard","كيف تقيم المبادرة نجاح شراكتها الاستراتيجية مع جمعية محلية أخرى بعد انتهاء مشروع مشترك؟","عبر قياس حجم الأثر المضاعف، مدى الالتزام ببنود الاتفاق، ورضا الطرفين عن تجربة التكامل","بعداء الفريقين وتخوين بعضهم في الإعلام","بعدد الهدايا المتبادلة بين المدراء","بعدم العمل معاً مرة أخرى أبداً","عبر قياس حجم الأثر المضاعف، مدى الالتزام ببنود الاتفاق، ورضا الطرفين عن تجربة التكامل","التقييم المشترك للشراكات يبني تحالفات وطنية ومحلية راسخة للمستقبل."
"INI-H030","initiative","hard","ما هو الاختبار الحقيقي لمدى ""مأسسة"" فريق المبادرة وتحوله من هيكل شبابي طارئ إلى مؤسسة حقيقية؟","استمرار عمل المؤسسة وبرامجها بكفاءة وثبات حتى بعد استقالة أو غياب مؤسسيها الأوائل","امتلاك مقر فخم ومركزي في العاصمة","الحصول على أرباح مالية ضخمة توزع على الأعضاء","طباعة ملايين البروشورات والملصقات","استمرار عمل المؤسسة وبرامجها بكفاءة وثبات حتى بعد استقالة أو غياب مؤسسيها الأوائل","المؤسسة الحقيقية لا تموت برحيل أفرادها، لأنها تمتلك أنظمة، وقوانين، وأجيالاً متسلسلة تدير العمل."
"DAM-H031","damascus","hard","ما هو الدور التاريخي والوظيفي لـ ""القيصريات"" في أسواق دمشق القديمة (كسوق القيشاني والقيصريات المجاورة)؟","أسواق مسقوفة ومحصنة خصيصاً لتجارة السلع الثمينة كالذهب والأقمشة الفاخرة وتأمينها ليلاً","مخازن مخصصة لتربية الحمام الزاجل","مدارس لتعليم فنون القتال للجيش","أماكن مخصصة لاستراحة الخيول والقوافل","أسواق مسقوفة ومحصنة خصيصاً لتجارة السلع الثمينة كالذهب والأقمشة الفاخرة وتأمينها ليلاً","القيصرية عبارة عن سوق صغير مغلق بأبواب حديدية ضخمة ليلاً لحماية أثمن السلع من السرقة."
"DAM-H032","damascus","hard","كيف ساهمت هندسة ""الزقاق الدمشقي الضيق"" في حماية النسيج الاجتماعي والسكاني قديماً؟","كان الزقاق شبه مغلق، يمنع دخول الغرباء دون ملاحظتهم، ويعزز الأمان والترابط العائلي","كان يمنع وصول أشعة الشمس كلياً للبيوت","كان مخصصاً لمرور العربات الحربية الكبيرة فقط","لا توجد أي فائدة اجتماعية للأزقة الضيقة","كان الزقاق شبه مغلق، يمنع دخول الغرباء دون ملاحظتهم، ويعزز الأمان والترابط العائلي","الزقاق الضيق يشبه الفناء المشترك؛ أهل الحارة الواحدة يعرفون بعضهم جيداً، وأي غريب يُلاحظ فوراً."
"DAM-H033","damascus","hard","ما هي التقنية المتبعة في عمارة البيوت الدمشقية لتأمين ""العزل الصوتي"" بين الغرف وبين الشارع الخارجي؟","سماكة الجدران الطينية والحجرية المزدوجة، ووجود أرض الديار الفاصلة التي تمتص الصدى","استخدام الفلين الصناعي الحديث داخل الجدران","إلغاء الأبواب الداخلية تماماً","بناء البيوت تحت الأرض بعمق كبير","سماكة الجدران الطينية والحجرية المزدوجة، ووجود أرض الديار الفاصلة التي تمتص الصدى","الجدران السميكة (التي تضم الطين والحجر والخشب) بالإضافة للفناء الداخلي تشكل عازلاً صوتياً طبيعياً."
"DAM-H034","damascus","hard","عندما يُقال إن دمشق تُعتبر ""متحفاً حياً للتاريخ المعماري""، فما المقصود بكلمة (حي) في هذا السياق؟","أن معالمها القديمة ما زالت مأهولة بالسكان وتمارس وظائفها الحياتية وليست مجرد آثار ميتة","أنها مدينة مخصصة للحيوانات الأليفة فقط","أنها لم تتعرض لأي زلزال تاريخي على الإطلاق","أن كل مبانيها أُنشئت حديثاً","أن معالمها القديمة ما زالت مأهولة بالسكان وتمارس وظائفها الحياتية وليست مجرد آثار ميتة","التراث الحي يعني أن البيوت والأسواق والجامعات التاريخية ما زالت تنبض بالحياة والناس والأعمال."
"DAM-H035","damascus","hard","لماذا كانت ""أبراج السور الدمشقي"" تُرقم وتُصمم بطريقة تسمح بالدفاع المتبادل (Cross-fire)؟","لكي يغطي رماة السهام والدفاع عن الأبراج بعضهم البعض ويمنعوا أي نقطة عمياء للعدو","لتمييز الأبراج عن بعضها عند هطول الثلج","لتحديد اتجاه القبلة بدقة","لأن الشكل الهندسي كان عشوائياً","لكي يغطي رماة السهام والدفاع عن الأبراج بعضهم البعض ويمنعوا أي نقطة عمياء للعدو","الهندسة العسكرية للأسوار تعتمد على تداخل مجالات الرؤية والنيران لحماية الأسوار من التسلق."
"DAM-H036","damascus","hard","ما هو التحدي التخطيطي الأكبر الذي تواجهه محافظة دمشق في حماية ""الهوية البصرية"" للمدينة من التلوث الإعلاني؟","انتشار اللوحة الإعلانية واليافطات العشوائية الضخمة والمضيئة التي تشوه واجهات التراث والعمارة الحديثة","منع وضع أي إعلان تجاري في المدينة نهائياً","إلغاء لغة الكتابة العربية في اللافتات","استخدام الحجر البازلتي فقط في الإعلانات","انتشار اللوحة الإعلانية واليافطات العشوائية الضخمة والمضيئة التي تشوه واجهات التراث والعمارة الحديثة","التلوث الإعلاني البصري يطمس جماليات العمارة، وضبطه يتطلب قوانين صارمة وهوية موحدة."
"DAM-H037","damascus","hard","في تصميم القصور الدمشقية التراثية، ما هو الغرض من بناء ""الفسقية"" أو الحوض المائي الصغير داخل قاعات الاستقبال؟","ترطيب الهواء الداخلي وإصدار صوت خرير مهدئ للأعصاب يضفي فخامة على قاعة الضيوف","استخدامها لتربية الأسماك النادرة","لتبريد المشروبات الصيفية للضيوف فوراً","لغسل أيدي الضيوف قبل تناول الطعام","ترطيب الهواء الداخلي وإصدار صوت خرير مهدئ للأعصاب يضفي فخامة على قاعة الضيوف","الفسقية الداخلية عنصر جمالي ومناخي يعزز فخامة القاعات الشامية الكبرى."
"DAM-H038","damascus","hard","ما هو التفسير الهندسي لبناء ""العقود والقبوات الحجرية"" في الطوابق الأرضية للبيوت الدمشقية؟","تحمل الأوزان الهائلة للطوابق العلوية بكفاءة عالية دون الحاجة لأعمدة حديدية خرسانية","لأنها أسرع وأرخص في البناء من الأسطح المستوية","لمنع دخول الهواء البارد في فصل الشتاء","لأن الحجر المنحني أجمل شكلاً من المستقيم","تحمل الأوزان الهائلة للطوابق العلوية بكفاءة عالية دون الحاجة لأعمدة حديدية خرسانية","العقود الحجرية (القناطر) هي عبقرية هندسية توزع الأحمال والضغط نحو الجدران السميكة بأمان تام."
"DAM-H039","damascus","hard","كيف كانت دمشق القديمة تؤمن ""التخلص الآمن من مياه الفضلات المنزلية"" قبل وجود شبكات الصرف الحديثة؟","عبر نظام شبكات تصريف حجرية تحت الأزقة تصب في آبار تجميعية (جور فنية) تُفرغ دورياً","عبر رمي الفضلات مباشرة في وسط الشارع","عبر تجميع المياه فوق أسطح المنازل لتتبخر","عبر توجيهها لمجاري نهر بردى حصراً","عبر نظام شبكات تصريف حجرية تحت الأزقة تصب في آبار تجميعية (جور فنية) تُفرغ دورياً","البيوت الدمشقية امتلكت شبكات تصريف داخلية دقيقة تصب في آبار عميقة تُدار وفق نظام بلدي صارم."
"DAM-H040","damascus","hard","ما هي القيمة العمرانية لـ ""حي المهاجرين"" بدمشق كنموذج لتوسع المدينة أواخر العهد العثماني؟","يمثل نموذجاً للعمارة الجبلية المتدرجة، حيث راعت البيوت انحدار سفح قاسيون لتكشف إطلالة كاملة","أنه أول حي صناعي بالكامل في سوريا","أنه بُني وفق طراز ناطحات السحاب الأمريكية","أنه حي مغلق بلا شوارع رئيسية","يمثل نموذجاً للعمارة الجبلية المتدرجة، حيث راعت البيوت انحدار سفح قاسيون لتكشف إطلالة كاملة","حي المهاجرين يعكس ذكاء البناء على المنحدرات الجبلية واستغلال الارتفاعات هندسياً."
"DAM-H041","damascus","hard","في هيكل الأسواق التجارية القديمة، ما هو الغرض من وجود ""البوابات الخشبية الضخمة"" في مداخل الأسواق؟","إغلاق السوق محكماً عند انتهاء الدوام ليلاً لحماية الحرف والبضائع من السرقة والحرائق","لمنع دخول الهواء البارد شتاءً فقط","لأنها تفتح مرة واحدة في السنة","لتنظيم مرور السيارات ليلاً","إغلاق السوق محكماً عند انتهاء الدوام ليلاً لحماية الحرف والبضائع من السرقة والحرائق","الأسواق كانت تغلق كلياً بواباتها وتتحول إلى وحدات محمية بحراسة ليلية خاصة."
"DAM-H042","damascus","hard","ما هو التحدي الإداري الذي تواجهه مديرية الآثار والمتاحف في الحفاظ على دمشق القديمة؟","الموازنة الدقيقة بين متطلبات الحياة الحديثة للسكان (سيارات، إنترنت) وبين شروط حماية التراث العالمي","إجبار جميع السكان على مغادرة المدينة القديمة","منع ترميم أي منزل منذ مئة عام","تحويل كل البيوت إلى متاحف خالية من البشر","الموازنة الدقيقة بين متطلبات الحياة الحديثة للسكان (سيارات، إنترنت) وبين شروط حماية التراث العالمي","حماية التراث ليست تجميداً لحياة الناس، بل هي إيجاد معادلة تضمن بقاء الإنسان الساكن وتطوره دون تخريب للمكان."
"DAM-H043","damascus","hard","ما هي الحرفة اليدوية الدمشقية التي تعتمد على الطرق الدقيق على الصفائح النحاسية وتكفيتها بالفضة والذهب؟","صناعة النحاس المكفت (التكفيت الدمشقي)","صناعة الفخار المزجج","صناعة السجاد اليدوي","صناعة السيوف الخشبية","صناعة النحاس المكفت (التكفيت الدمشقي)","التكفيت هو حفر الزخارف على النحاس وحشوها بخيوط الفضة أو الذهب الخالص بمهارة فائقة."
"DAM-H044","damascus","hard","لماذا كانت ""أرض الديار"" في البيوت الدمشقية تُرصف غالباً بالحجر الكلسي الأبيض والأسود (الحجارة الحلبيّة والبازلتية)؟","لتشكيل لوحات هندسية جميلة (فسيفساء حجرية) تنعكس عليها أشعة الشمس بشكل لطيف وغير مؤذٍ للعين","لكي تمتص حرارة الشمس وتصبح ساخنة جداً ليلاً","لأنها أرخص أنواع الحجارة المتوفرة","لمنع المشي حفاة في الدار","لتشكيل لوحات هندسية جميلة (فسيفساء حجرية) تنعكس عليها أشعة الشمس بشكل لطيف وغير مؤذٍ للعين","تنسيق الحجارة بأشكال هندسية يبرز ذوق العمارة الدمشقية واهتمامها بالتفاصيل البصرية الجميلة."
"DAM-H045","damascus","hard","ما هو التفسير التاريخي لكون أزقة دمشق القديمة تتسع كلما اقتربت من الساحات الكبرى أو الجامع الأموي؟","لتسهيل حركة الحشود البشرية الكبرى والقوافل التجارية وتفريغ التكتل البشري قرب المراكز الحيوية","لأن المهندسين أخطأوا في قياس عرض الشارع","لتوفير مساحة أكبر لصف السيارات","لأن الرياح كانت تشتد في تلك النقطة","لتسهيل حركة الحشود البشرية الكبرى والقوافل التجارية وتفريغ التكتل البشري قرب المراكز الحيوية","التخطيط تدريجي الاتساع يمنع الاختناقات البشرية عند تقاطع الطرق الكبرى المؤدية للقلعة والأموي."
"ENV-H031","environment","hard","في هندسة المدن المستدامة، ما هو الدور الهام لـ ""الممرات الخضراء والمشاة"" (Greenways)؟","ربط الحدائق والأحياء السكنية ببعضها عبر ممرات آمنة ومظللة تشجع على المشي وتقلل الاعتماد على السيارات","تخصيصها لمرور شاحنات القمامة فقط","منع المواطنين من التنقل بين الأحياء","زيادة كمية الغبار في الشوارع","ربط الحدائق والأحياء السكنية ببعضها عبر ممرات آمنة ومظللة تشجع على المشي وتقلل الاعتماد على السيارات","الممرات الخضراء تخلق شبكة بيئية تربط أحياء المدينة ببعضها دون الحاجة لاستخدام السيارات."
"ENV-H032","environment","hard","ما هي المخاطر البيئية المترتبة على ظاهرة ""التوسع العمراني غير المنظم"" على حساب الأراضي الزراعية حول دمشق؟","خسارة الأمن الغذائي المحلي، تفكك النظم البيئية، وفقدان مساحات امتصاص الكربون الطبيعية","زيادة مساحة الغابات الحرجية","تخفيض درجات حرارة الصيف","تحسن جودة مياه الأنهار","خسارة الأمن الغذائي المحلي، تفكك النظم البيئية، وفقدان مساحات امتصاص الكربون الطبيعية","البناء على أرض زراعية خصبة هو جريمة بيئية واقتصادية لا تعوض."
"ENV-H033","environment","hard","لماذا يُحذر الخبراء من خطورة استخدام ""الأسمدة الكيميائية النيتروجينية"" بكميات مفرطة في الزراعة؟","لتسربها إلى المياه الجوفية مسببة تلوثاً ساماً، وانبعاث غازات دفيئة تزيد من الاحتباس الحراري","لأنها تجعل النباتات لا تنمو نهائياً","لأنها تزيد من كمية الأمطار الحامضية","لأنها تمنع النباتات من إنتاج الثمار","لتسربها إلى المياه الجوفية مسببة تلوثاً ساماً، وانبعاث غازات دفيئة تزيد من الاحتباس الحراري","الإفراط في الكيماويات يدمر الأحياء الدقيقة بالتربة ويلوث مصادر المياه بمركبات النيترات الخطيرة."
"ENV-H034","environment","hard","في إدارة جودة الهواء، ما هو المقصود بـ ""المركبات العضوية المتطايرة"" (VOCs) ومن أين تنتج في المدن؟","غازات وكيميائيات تنبعث من الدهانات، المذيبات، وعوادم السيارات، وتساهم في تشكيل الضباب الدخاني","روائح الأزهار الطبيعية في الحدائق العامة","غاز الأكسجين النقي الناتج عن الأشجار","بخار الماء الناتج عن غليان البحيرات","غازات وكيميائيات تنبعث من الدهانات، المذيبات، وعوادم السيارات، وتساهم في تشكيل الضباب الدخاني","VOCs كيميائيات خطيرة تتطاير في الهواء وتتفاعل مع الشمس لتخلق ضباباً دخانياً ضاراً بالصحة."
"ENV-H035","environment","hard","ما هو الأثر البيئي الخطير المترتب على رمي ""المخلفات البلاستيكية البحرية والنهرية""؟","ابتلاعها من قبل الكائنات البحرية أو اختناقها بها، وتفككها لجزئيات تدخل في السلسلة الغذائية","تحول البلاستيك إلى أسماك ملونة جميلة","تنقية مياه البحر من الشوائب","زيادة ملوحة المياه","ابتلاعها من قبل الكائنات البحرية أو اختناقها بها، وتفككها لجزئيات تدخل في السلسلة الغذائية","البلاستيك العائم في الأنهار والبحار لا يذوب، بل يفتك بالأحياء ويدمر التوازن البيئي المائي."
"ENV-H036","environment","hard","عند التفكير في بناء ""مدن صالحة للعيش"" (Liveable Cities)، ما هي القاعدة الأساسية لتخطيط الشوارع؟","إعطاء الأولوية القصوى للمشاة، ثم للدراجات، ثم للنقل العام، وأخيراً للسيارات الخاصة","تخصيص 90% من الشارع للسيارات السريعة","منع المشاة من عبور الشوارع كلياً","جعل كل الشوارع مواقف سيارات مجانية","إعطاء الأولوية القصوى للمشاة، ثم للدراجات، ثم للنقل العام، وأخيراً للسيارات الخاصة","المدن الحديثة تخطط للإنسان (المشاة والبيئة) وليس للسيارة والحديد."
"ENV-H037","environment","hard","ماذا تعني سياسة ""صفر نفايات إلى المكبات"" (Zero Waste to Landfill) للمنشآت والمجتمعات؟","إعادة تدوير، استخدام، أو تحويل كافة النفايات المنتجة لعمليات مفيدة دون طمر أي شيء في المكبات","التوقف عن إنتاج أي نوع من القمامة كلياً","حرق كل النفايات في الهواء الطلق","رمي النفايات في البحار المفتوحة","إعادة تدوير، استخدام، أو تحويل كافة النفايات المنتجة لعمليات مفيدة دون طمر أي شيء في المكبات","صفر مكبات هو هدف بيئي أسمى يتطلب فرزاً دقيقاً، سماداً عضوياً، وإعادة تدوير متكاملة للمواد."
"ENV-H038","environment","hard","كيف تؤثر ظاهرة ""التغير المناخي"" على توفر ""المياه العذبة"" في المناطق الجافة وشبه الجافة كسوريا؟","عبر تراجع معدلات الأمطار، زيادة معدلات التبخر بسبب الحرارة، وجفاف الأنهار والمصادر الجوفية","عبر زيادة هطول الثلوج على مدار السنة","عبر تحول الصحراء إلى غابات استوائية","لا يوجد أي تأثير للتغير المناخي على المياه","عبر تراجع معدلات الأمطار، زيادة معدلات التبخر بسبب الحرارة، وجفاف الأنهار والمصادر الجوفية","التغير المناخي يضرب قطاع المياه بقسوة عبر الجفاف وتراجع الهطولات، مما يتطلب إدارة مائية ذكية."
"ENV-H039","environment","hard","لماذا يُعد الاعتماد على ""أنظمة إضاءة الشوارع الذكية (Smart Street Lighting)"" عملاً بيئياً واقتصادياً ممتازاً؟","لأنها تخفت وتضيء تلقائياً بحسب حركة المارة ووجود ضوء الشمس، مما يوفر طاقة هائلة ويقلل التلوث الضوئي","لأنها تصدر أصواتاً موسيقية ليلاً","لأنها تغير لون الشارع كل ساعة","لأنها تمنع المطر من السقوط","لأنها تخفت وتضيء تلقائياً بحسب حركة المارة ووجود ضوء الشمس، مما يوفر طاقة هائلة ويقلل التلوث الضوئي","الإنارة الذكية (IoT) تمنع هدر ملايين الكيلوواط في الشوارع الخالية ليلاً."
"ENV-H040","environment","hard","ما هي المشكلة البيئية الكبرى المرتبطة بـ ""التعدين العشوائي واستخراج المعادن"" في البيئات الطبيعية؟","تدمير الواجهات الطبيعية، تلويث مصادر المياه بالأحماض والسموم، وتشريد الحياة البرية","تنظيف التربة من الشوائب","زيادة الخضار والغطاء النباتي","توفير مياه شرب نقية للعمال","تدمير الواجهات الطبيعية، تلويث مصادر المياه بالأحماض والسموم، وتشريد الحياة البرية","التعدين غير الرشيد يترك ندوباً مدمرة في الطبيعة ويسمم التربة والأنهار بمواد كيميائية قاتلة."
"ENV-H041","environment","hard","في سياسات تقليل الانبعاثات، ما هو المقصود بـ ""سوق الكربون"" (Carbon Market) أو تجارة الانبعاثات؟","نظام يتيح للشركات بيع وشراء ""حصص الانبعاثات""، حيث تشتري الشركات الملوثة رصيداً من الشركات الصديقة للبيئة","سوق لبيع الفحم الحجري والخشب","سوق مركزي لبيع الأكياس البلاستيكية","منصة لبيع الأشجار الحية","نظام يتيح للشركات بيع وشراء ""حصص الانبعاثات""، حيث تشتري الشركات الملوثة رصيداً من الشركات الصديقة للبيئة","سوق الكربون يفرض كلفة مالية على التلوث، مما يشفع للشركات التي تخفض بصمتها الكربونية."
"ENV-H042","environment","hard","ما هو الأثر البيئي المباشر لإنشاء ""السدود الصغيرة وحواجز التغذية الجوفية"" في مجاري الأودية؟","إبطاء سرعة سيول الأمطار، السماح بتسرب المياه لترشيح الخزان الجوفي، وتقليل الانجراف","منع جريان الماء نهائياً وجفاف الآبار","زيادة ملوحة المياه الجوفية بشكل قياسي","تدمير التربة الزراعية كلياً","إبطاء سرعة سيول الأمطار، السماح بتسرب المياه لترشيح الخزان الجوفي، وتقليل الانجراف","السدود الصغيرة وحواجز الأودية هي تقنيات حصاد مائي ذكية تحيي الآبار الجوفية وتحمي من السيول."
"ENV-H043","environment","hard","لماذا تُعتبر ""إعادة تدوير مياه الصرف الصناعي"" في المعانل والورش أمراً حيوياً للبيئة الحضرية؟","لمنع إلقاء المواد الكيميائية السامة في الأنهار والتربة، وتقليل استهلاك المياه العذبة العالية","لأن مياه المصانع تصبح صالحة للشرب البشري مباشرة","لتوفير ثمن صيانة الأنابيب فقط","لأن المصانع لا تستهلك ماءً","لمنع إلقاء المواد الكيميائية السامة في الأنهار والتربة، وتقليل استهلاك المياه العذبة العالية","المصانع تستهلك أطنان المياه، وتدوير مياهها داخلياً يمنع تدمير النظم البيئية المجاورة."
"ENV-H044","environment","hard","في استراتيجيات مواجهة التغير المناخي، ماذا تعني ""الحلول القائمة على الطبيعة"" (Nature-based Solutions)؟","استخدام الطبيعة نفسها (كحماية الغابات والأراضي الرطبة) لمواجهة التحديات كالفيضانات والاحرار","بناء جدران إسمنتية ضخمة لحماية المدن","استيراد طاقة نووية لتبريد الأرض","قطع جميع الأشجار لحماية الغابات من الحرائق","استخدام الطبيعة نفسها (كحماية الغابات والأراضي الرطبة) لمواجهة التحديات كالفيضانات والاحرار","الحلول الطبيعية (كإعادة إحياء الأنهار والمستنقعات) هي الأرخص والأكثر استدامة لحماية كوكبنا."
"ENV-H045","environment","hard","ما هو الهدف البيئي من تطبيق معيار ""المباني صففرة الطاقة (Net Zero Energy Buildings)""؟","أن ينتج المبنى طاقته بنفسه (عبر الطاقة الشمسية) مساوية تماماً لما يستهلكه على مدار العام","أن يكون المبنى مظلماً تماماً ولا يستهلك أي كهرباء","أن يُبنى المبنى من مواد بلاستيكية","أن يتم هدم المبنى بعد انتهاء سنته الأولى","أن ينتج المبنى طاقته بنفسه (عبر الطاقة الشمسية) مساوية تماماً لما يستهلكه على مدار العام","المبنى صفري الطاقة لا يترك أي أثر كربوني على شبكة الكهرباء العامة لأنه ينتج طاقته ذاتياً."
"DEV-H030","development","hard","ما هو التحدي التنموي المسمى بـ ""فخ الدخل المتوسط"" (Middle-Income Trap) للدول النامية؟","عجز الدول التي بلغت دخلاً متوسطاً عن الانتقال لاقتصاد مبتكر وقائم على المعرفة، فتبقى عالقة ولا تنافس عالمياً","فقر الدولة الشديد وعجزها عن دفع رواتب موظفيها","اعتماد الدولة كلياً على زراعة القمح والتصدير","كثرة الأثرياء مقارنة بالفقراء في العاصمة","عجز الدول التي بلغت دخلاً متوسطاً عن الانتقال لاقتصاد مبتكر وقائم على المعرفة، فتبقى عالقة ولا تنافس عالمياً","الفخ يحدث عندما تفقد الدولة ميزة العمالة الرخيصة ولا تمتلك تكنولوجيا متقدمة تنافس بها عالمياً."
"DEV-H031","development","hard","ما هي المعضلة التنموية المسمى بـ ""لعنة الموارد"" (Resource Curse) أو مفارقة الوفرة؟","الدول الغنية بالموارد الطبيعية (كالنفط والمعادن) غالباً ما تعاني من تخلف تنموى، فساد، وحروف بدل الازدهار","الدول التي لا تملك أي موارد تصبح أغنى دول العالم","الموارد الطبيعية تنفد في يوم واحد","وفرة المياه تسبب الفيضانات المدمرة","الدول الغنية بالموارد الطبيعية (كالنفط والمعادن) غالباً ما تعاني من تخلف تنموى، فساد، وحروف بدل الازدهار","الدولة الريعية (التي تملك مورداً جاهزاً) غالباً ما تهمل بناء قدرات وتجارة وعقول مواطنيها."
"DEV-H032","development","hard","كيف يؤثر تفشي ظاهرة ""الفساد الإداري"" إلى شلل كامل في خطط التنمية المستدامة؟","يهدر الموارد العامة، يضعف كفاءة المشاريع، ويقتل دافع الابتكار والاستثمار النزيه","يساهم في بناء البنية التحتية أسرع بكثير","يرفع دخل المواطنين بشكل مؤقت","يحسن جودة الخدمات الصحية والتعليمية","يهدر الموارد العامة، يضعف كفاءة المشاريع، ويقتل دافع الابتكار والاستثمار النزيه","الفساد يرفع تكلفة المشاريع ويقدم رديئها، ويهرب المستثمرين، ويفقد الشعب ثقته بالمستقبل."
